task_id,project_id,assigned_to,task_description,status_id,priority,due_date
8448,22,56,Task description for Task 8448,5,Low,2024-12-21
8449,37,2,Task description for Task 8449,4,High,2024-12-23
8450,27,37,Task description for Task 8450,3,High,2024-12-23
8451,23,43,Task description for Task 8451,2,Low,2024-12-29
8452,36,69,Task description for Task 8452,5,Low,2024-12-24
8453,18,1,Task description for Task 8453,3,Low,2024-12-25
8454,19,32,Task description for Task 8454,3,High,2024-12-30
8455,21,47,Task description for Task 8455,4,Low,2024-12-29
8456,30,90,Task description for Task 8456,4,Low,2024-12-31
8457,35,6,Task description for Task 8457,5,Medium,2024-12-28
8458,20,11,Task description for Task 8458,4,Medium,2024-12-25
8459,20,26,Task description for Task 8459,1,High,2024-12-24
8460,29,10,Task description for Task 8460,4,Medium,2024-12-27
8461,4,34,Task description for Task 8461,3,Low,2024-12-31
8462,20,5,Task description for Task 8462,3,High,2024-12-28
8463,12,3,Task description for Task 8463,4,Low,2024-12-30
8464,37,89,Task description for Task 8464,3,Low,2024-12-24
8465,12,100,Task description for Task 8465,2,Low,2024-12-27
8466,49,16,Task description for Task 8466,5,Low,2024-12-20
8467,49,21,Task description for Task 8467,4,High,2024-12-24
8468,44,17,Task description for Task 8468,3,Medium,2024-12-25
8469,18,83,Task description for Task 8469,4,Low,2024-12-22
8470,5,82,Task description for Task 8470,1,Medium,2024-12-20
8471,8,84,Task description for Task 8471,5,Low,2024-12-28
8472,33,74,Task description for Task 8472,1,High,2024-12-28
8473,10,93,Task description for Task 8473,2,Low,2024-12-31
8474,6,95,Task description for Task 8474,3,High,2024-12-31
8475,9,94,Task description for Task 8475,1,Low,2024-12-26
8476,16,98,Task description for Task 8476,2,Low,2024-12-24
8477,39,33,Task description for Task 8477,2,High,2024-12-22
8478,30,45,Task description for Task 8478,1,Low,2024-12-21
8479,8,28,Task description for Task 8479,4,Low,2024-12-27
8480,34,50,Task description for Task 8480,3,Low,2024-12-26
8481,13,20,Task description for Task 8481,2,Medium,2024-12-30
8482,7,32,Task description for Task 8482,1,Low,2024-12-28
8483,21,67,Task description for Task 8483,4,Medium,2024-12-23
8484,47,57,Task description for Task 8484,1,Low,2024-12-20
8485,3,31,Task description for Task 8485,4,Low,2024-12-27
8486,23,93,Task description for Task 8486,5,High,2024-12-22
8487,5,69,Task description for Task 8487,3,Medium,2024-12-30
8488,18,26,Task description for Task 8488,3,Medium,2024-12-27
8489,19,81,Task description for Task 8489,3,Low,2024-12-30
8490,48,8,Task description for Task 8490,2,Low,2024-12-21
8491,10,77,Task description for Task 8491,4,Low,2024-12-26
8492,13,84,Task description for Task 8492,3,Medium,2024-12-24
8493,43,72,Task description for Task 8493,1,Low,2024-12-21
8494,13,33,Task description for Task 8494,2,High,2024-12-28
8495,33,42,Task description for Task 8495,2,Medium,2024-12-30
8496,38,79,Task description for Task 8496,3,Medium,2024-12-26
8497,30,52,Task description for Task 8497,5,High,2024-12-29
8498,13,82,Task description for Task 8498,5,Low,2024-12-27
8499,47,61,Task description for Task 8499,2,Medium,2024-12-22
8500,25,5,Task description for Task 8500,2,Medium,2024-12-29
8501,5,11,Task description for Task 8501,1,Medium,2024-12-21
8502,34,59,Task description for Task 8502,2,High,2024-12-22
8503,10,89,Task description for Task 8503,2,Medium,2024-12-23
8504,11,94,Task description for Task 8504,4,High,2024-12-30
8505,22,17,Task description for Task 8505,1,Medium,2024-12-27
8506,23,85,Task description for Task 8506,1,Low,2024-12-27
8507,3,60,Task description for Task 8507,1,Medium,2024-12-30
8508,7,4,Task description for Task 8508,1,Low,2024-12-20
8509,14,92,Task description for Task 8509,5,High,2024-12-24
8510,8,67,Task description for Task 8510,4,Low,2024-12-31
8511,35,82,Task description for Task 8511,5,High,2024-12-24
8512,38,6,Task description for Task 8512,2,High,2024-12-24
8513,13,51,Task description for Task 8513,4,High,2024-12-24
8514,1,52,Task description for Task 8514,4,Medium,2024-12-28
8515,2,42,Task description for Task 8515,1,Low,2024-12-25
8516,45,39,Task description for Task 8516,4,High,2024-12-24
8517,20,21,Task description for Task 8517,2,Low,2024-12-20
8518,18,86,Task description for Task 8518,1,High,2024-12-21
8519,22,80,Task description for Task 8519,2,Medium,2024-12-29
8520,35,13,Task description for Task 8520,2,Medium,2024-12-26
8521,19,85,Task description for Task 8521,1,High,2024-12-20
8522,25,100,Task description for Task 8522,1,Medium,2024-12-26
8523,2,92,Task description for Task 8523,5,High,2024-12-23
8524,48,55,Task description for Task 8524,3,High,2024-12-27
8525,29,37,Task description for Task 8525,3,High,2024-12-24
8526,42,29,Task description for Task 8526,4,High,2024-12-31
8527,6,67,Task description for Task 8527,2,Medium,2024-12-28
8528,31,73,Task description for Task 8528,1,Low,2024-12-24
8529,17,32,Task description for Task 8529,5,Medium,2024-12-27
8530,5,22,Task description for Task 8530,3,High,2024-12-24
8531,3,69,Task description for Task 8531,3,High,2024-12-27
8532,23,61,Task description for Task 8532,3,High,2024-12-22
8533,22,33,Task description for Task 8533,3,High,2024-12-29
8534,34,82,Task description for Task 8534,5,Low,2024-12-24
8535,27,70,Task description for Task 8535,2,Low,2024-12-30
8536,36,26,Task description for Task 8536,2,Medium,2024-12-29
8537,16,86,Task description for Task 8537,5,Low,2024-12-27
8538,48,25,Task description for Task 8538,1,Low,2024-12-30
8539,3,18,Task description for Task 8539,2,Low,2024-12-21
8540,22,77,Task description for Task 8540,4,High,2024-12-25
8541,7,9,Task description for Task 8541,2,Medium,2024-12-27
8542,21,43,Task description for Task 8542,5,Medium,2024-12-25
8543,44,28,Task description for Task 8543,4,Medium,2024-12-26
8544,40,93,Task description for Task 8544,1,High,2024-12-20
8545,9,5,Task description for Task 8545,3,High,2024-12-31
8546,23,52,Task description for Task 8546,5,High,2024-12-27
8547,17,62,Task description for Task 8547,5,Low,2024-12-21
8548,36,6,Task description for Task 8548,2,Medium,2024-12-31
8549,35,5,Task description for Task 8549,2,Medium,2024-12-24
8550,6,26,Task description for Task 8550,1,Low,2024-12-22
8551,27,52,Task description for Task 8551,3,Low,2024-12-24
8552,31,23,Task description for Task 8552,3,Medium,2024-12-23
8553,20,6,Task description for Task 8553,1,Medium,2024-12-23
8554,2,48,Task description for Task 8554,5,High,2024-12-25
8555,17,3,Task description for Task 8555,4,Low,2024-12-23
8556,24,54,Task description for Task 8556,2,Medium,2024-12-26
8557,33,4,Task description for Task 8557,1,High,2024-12-28
8558,42,100,Task description for Task 8558,3,Low,2024-12-25
8559,41,56,Task description for Task 8559,4,Low,2024-12-24
8560,33,93,Task description for Task 8560,4,High,2024-12-27
8561,27,48,Task description for Task 8561,1,Low,2024-12-31
8562,32,8,Task description for Task 8562,2,High,2024-12-25
8563,41,94,Task description for Task 8563,4,Medium,2024-12-25
8564,42,47,Task description for Task 8564,3,Medium,2024-12-23
8565,49,9,Task description for Task 8565,3,Medium,2024-12-22
8566,19,13,Task description for Task 8566,5,Medium,2024-12-22
8567,50,77,Task description for Task 8567,1,Low,2024-12-25
8568,11,11,Task description for Task 8568,5,Medium,2024-12-30
8569,21,4,Task description for Task 8569,4,Low,2024-12-20
8570,45,63,Task description for Task 8570,4,Low,2024-12-28
8571,26,97,Task description for Task 8571,4,Medium,2024-12-31
8572,41,1,Task description for Task 8572,5,Medium,2024-12-25
8573,34,15,Task description for Task 8573,4,Low,2024-12-25
8574,49,28,Task description for Task 8574,3,Low,2024-12-30
8575,8,45,Task description for Task 8575,5,Medium,2024-12-25
8576,16,8,Task description for Task 8576,1,High,2024-12-24
8577,15,48,Task description for Task 8577,2,High,2024-12-28
8578,30,39,Task description for Task 8578,2,High,2024-12-29
8579,18,86,Task description for Task 8579,3,Medium,2024-12-30
8580,33,46,Task description for Task 8580,2,Low,2024-12-22
8581,3,26,Task description for Task 8581,1,Medium,2024-12-29
8582,19,73,Task description for Task 8582,1,High,2024-12-20
8583,9,66,Task description for Task 8583,1,Medium,2024-12-28
8584,19,11,Task description for Task 8584,2,Low,2024-12-24
8585,1,49,Task description for Task 8585,1,High,2024-12-28
8586,50,83,Task description for Task 8586,4,Low,2024-12-24
8587,35,87,Task description for Task 8587,3,High,2024-12-25
8588,49,84,Task description for Task 8588,5,High,2024-12-29
8589,20,57,Task description for Task 8589,5,Medium,2024-12-30
8590,4,68,Task description for Task 8590,4,Low,2024-12-30
8591,22,57,Task description for Task 8591,1,High,2024-12-30
8592,36,49,Task description for Task 8592,3,High,2024-12-21
8593,9,49,Task description for Task 8593,4,Low,2024-12-27
8594,26,69,Task description for Task 8594,4,Medium,2024-12-27
8595,14,28,Task description for Task 8595,1,High,2024-12-29
8596,24,96,Task description for Task 8596,1,Low,2024-12-31
8597,20,49,Task description for Task 8597,4,High,2024-12-28
8598,15,36,Task description for Task 8598,2,Low,2024-12-25
8599,9,86,Task description for Task 8599,5,High,2024-12-30
8600,42,28,Task description for Task 8600,5,Medium,2024-12-26
8601,39,11,Task description for Task 8601,2,Low,2024-12-30
8602,37,34,Task description for Task 8602,4,Low,2024-12-21
8603,45,76,Task description for Task 8603,4,High,2024-12-28
8604,37,30,Task description for Task 8604,5,Low,2024-12-22
8605,32,99,Task description for Task 8605,4,High,2024-12-27
8606,15,87,Task description for Task 8606,5,High,2024-12-29
8607,14,74,Task description for Task 8607,3,High,2024-12-28
8608,27,83,Task description for Task 8608,5,Medium,2024-12-26
8609,5,17,Task description for Task 8609,5,Low,2024-12-25
8610,22,53,Task description for Task 8610,3,High,2024-12-24
8611,35,1,Task description for Task 8611,5,High,2024-12-31
8612,32,88,Task description for Task 8612,3,Medium,2024-12-29
8613,8,70,Task description for Task 8613,4,Medium,2024-12-21
8614,13,56,Task description for Task 8614,3,Medium,2024-12-24
8615,14,80,Task description for Task 8615,2,High,2024-12-21
8616,17,28,Task description for Task 8616,3,High,2024-12-24
8617,47,44,Task description for Task 8617,1,High,2024-12-28
8618,23,17,Task description for Task 8618,1,Medium,2024-12-21
8619,3,65,Task description for Task 8619,2,High,2024-12-26
8620,1,30,Task description for Task 8620,1,Low,2024-12-28
8621,27,11,Task description for Task 8621,3,Medium,2024-12-29
8622,8,18,Task description for Task 8622,4,Low,2024-12-20
8623,27,15,Task description for Task 8623,2,High,2024-12-26
8624,43,43,Task description for Task 8624,5,High,2024-12-24
8625,42,80,Task description for Task 8625,2,Medium,2024-12-22
8626,36,68,Task description for Task 8626,2,High,2024-12-21
8627,47,19,Task description for Task 8627,4,Low,2024-12-20
8628,43,39,Task description for Task 8628,3,Low,2024-12-29
8629,37,13,Task description for Task 8629,2,High,2024-12-24
8630,35,79,Task description for Task 8630,1,Medium,2024-12-24
8631,20,16,Task description for Task 8631,3,High,2024-12-25
8632,37,5,Task description for Task 8632,1,Low,2024-12-25
8633,44,37,Task description for Task 8633,1,High,2024-12-31
8634,39,48,Task description for Task 8634,2,Low,2024-12-25
8635,25,40,Task description for Task 8635,2,High,2024-12-23
8636,37,70,Task description for Task 8636,3,High,2024-12-28
8637,33,92,Task description for Task 8637,4,Medium,2024-12-23
8638,30,99,Task description for Task 8638,3,High,2024-12-25
8639,6,43,Task description for Task 8639,4,High,2024-12-25
8640,49,99,Task description for Task 8640,4,High,2024-12-28
8641,36,35,Task description for Task 8641,3,Medium,2024-12-24
8642,40,65,Task description for Task 8642,2,Low,2024-12-29
8643,10,38,Task description for Task 8643,5,Low,2024-12-25
8644,16,84,Task description for Task 8644,3,Medium,2024-12-22
8645,28,97,Task description for Task 8645,3,High,2024-12-28
8646,46,93,Task description for Task 8646,4,Medium,2024-12-25
8647,45,53,Task description for Task 8647,4,Low,2024-12-24
8648,27,53,Task description for Task 8648,4,Low,2024-12-31
8649,49,61,Task description for Task 8649,5,High,2024-12-22
8650,17,67,Task description for Task 8650,4,Low,2024-12-29
8651,22,95,Task description for Task 8651,2,High,2024-12-24
8652,21,68,Task description for Task 8652,2,High,2024-12-31
8653,18,5,Task description for Task 8653,3,High,2024-12-24
8654,2,16,Task description for Task 8654,4,Low,2024-12-31
8655,42,73,Task description for Task 8655,5,High,2024-12-22
8656,41,75,Task description for Task 8656,5,Low,2024-12-27
8657,17,34,Task description for Task 8657,3,Low,2024-12-29
8658,10,59,Task description for Task 8658,3,Medium,2024-12-26
8659,28,83,Task description for Task 8659,3,Low,2024-12-22
8660,36,52,Task description for Task 8660,2,High,2024-12-25
8661,9,80,Task description for Task 8661,3,Low,2024-12-31
8662,50,65,Task description for Task 8662,1,Low,2024-12-30
8663,12,82,Task description for Task 8663,2,Low,2024-12-26
8664,33,73,Task description for Task 8664,4,High,2024-12-24
8665,17,32,Task description for Task 8665,3,Low,2024-12-27
8666,27,92,Task description for Task 8666,1,High,2024-12-22
8667,34,12,Task description for Task 8667,5,Medium,2024-12-26
8668,41,62,Task description for Task 8668,1,High,2024-12-26
8669,28,79,Task description for Task 8669,1,Low,2024-12-28
8670,40,72,Task description for Task 8670,2,Low,2024-12-23
8671,17,1,Task description for Task 8671,5,Medium,2024-12-23
8672,4,92,Task description for Task 8672,2,Medium,2024-12-31
8673,12,68,Task description for Task 8673,1,Low,2024-12-29
8674,26,94,Task description for Task 8674,1,Medium,2024-12-23
8675,21,54,Task description for Task 8675,2,Medium,2024-12-26
8676,28,44,Task description for Task 8676,1,Low,2024-12-26
8677,47,50,Task description for Task 8677,2,Low,2024-12-21
8678,35,59,Task description for Task 8678,5,Medium,2024-12-20
8679,6,86,Task description for Task 8679,1,Medium,2024-12-30
8680,26,1,Task description for Task 8680,1,Medium,2024-12-28
8681,16,24,Task description for Task 8681,1,Low,2024-12-23
8682,49,15,Task description for Task 8682,4,High,2024-12-21
8683,16,59,Task description for Task 8683,4,High,2024-12-28
8684,9,69,Task description for Task 8684,5,Low,2024-12-20
8685,33,1,Task description for Task 8685,2,Low,2024-12-23
8686,14,41,Task description for Task 8686,2,Low,2024-12-21
8687,27,16,Task description for Task 8687,2,Low,2024-12-25
8688,24,83,Task description for Task 8688,4,Medium,2024-12-31
8689,45,24,Task description for Task 8689,5,Low,2024-12-30
8690,36,74,Task description for Task 8690,5,Medium,2024-12-27
8691,48,52,Task description for Task 8691,4,Low,2024-12-22
8692,12,73,Task description for Task 8692,1,High,2024-12-28
8693,39,85,Task description for Task 8693,2,Low,2024-12-25
8694,18,60,Task description for Task 8694,2,Medium,2024-12-27
8695,30,43,Task description for Task 8695,5,High,2024-12-26
8696,6,92,Task description for Task 8696,1,Medium,2024-12-28
8697,20,46,Task description for Task 8697,2,High,2024-12-21
8698,15,71,Task description for Task 8698,5,High,2024-12-21
8699,22,33,Task description for Task 8699,4,Medium,2024-12-27
8700,23,24,Task description for Task 8700,3,High,2024-12-30
8701,42,11,Task description for Task 8701,5,Medium,2024-12-25
8702,38,13,Task description for Task 8702,4,Medium,2024-12-31
8703,40,78,Task description for Task 8703,5,Medium,2024-12-28
